event_id,permno,symbol,entry_date,block,cluster,title
EV-019642,15643,RUN,2018-01-23,2018-01,18,"UPDATE: Vertical Group's Johnson On 2.5GW Cell Import Exemption Implications On Chinese Solar Players: 'It would take 12-18 months to build; so, functionally, the cell exemption is useless'"
EV-019643,88790,ARRY,2018-01-24,2018-01,19,38 Biggest Movers From Yesterday
EV-019644,27828,HPQ,2018-01-24,2018-01,16,Morgan Stanley Downgrades HP to Equal-Weight
EV-019645,15707,HPE,2018-01-24,2018-01,16,Morgan Stanley Upgrades Hewlett Packard to Overweight
EV-019646,82598,NTAP,2018-01-24,2018-01,7,"Morgan Stanley Upgrades NetApp to Equal-Weight, Raises Price Target to $64.00"
EV-019647,82598,NTAP,2018-01-24,2018-01,16,"DA Davidson Downgrades NetApp to Neutral, Raises Price Target to $64.00"
EV-019648,15707,HPE,2018-01-24,2018-01,18,"Morgan Stanley Upgrades IT Hardware Industry 2 Notches From Cautious To Attractive, Cites 'multiple drivers of inflecting growth that aren't priced
into most IT Hardware stocks'"
EV-019649,16304,NTNX,2018-01-24,2018-01,18,"Morgan Stanley Upgrades IT Hardware Industry 2 Notches From Cautious To Attractive, Cites 'multiple drivers of inflecting growth that aren't priced
into most IT Hardware stocks'"
EV-019650,82598,NTAP,2018-01-24,2018-01,18,"Morgan Stanley Upgrades IT Hardware Industry 2 Notches From Cautious To Attractive, Cites 'multiple drivers of inflecting growth that aren't priced
into most IT Hardware stocks'"
EV-019651,27828,HPQ,2018-01-24,2018-01,18,"Morgan Stanley Upgrades IT Hardware Industry 2 Notches From Cautious To Attractive, Cites 'multiple drivers of inflecting growth that aren't priced
into most IT Hardware stocks'"
EV-019652,93096,DG,2018-01-24,2018-01,15,Wells Fargo Upgrades Dollar General to Outperform
EV-019653,93002,AVGO,2018-01-24,2018-01,11,"AbbVie, Broadcom, Tesaro, HMMJ: 'Fast Money' Picks For January 23"
EV-019654,51369,TER,2018-01-24,2018-01,14,"Jim Cramer Advises His Viewers On Cloudera, Teradyne, And More"
EV-019655,27828,HPQ,2018-01-24,2018-01,11,A Peek Into The Markets: U.S. Stock Futures Mostly Higher Ahead Of Earnings
EV-019656,86580,NVDA,2018-01-24,2018-01,1,"Morgan Stanley Raises Estimates On AMD, NVIDIA Amid Ethereum Strength, Says 'In Oct. we published an analysis suggesting Ethereum mining should slow, but a 200%+ increase in the currency value changes those economics materially'"
EV-019657,61241,AMD,2018-01-24,2018-01,1,"Morgan Stanley Raises Estimates On AMD, NVIDIA Amid Ethereum Strength, Says 'In Oct. we published an analysis suggesting Ethereum mining should slow, but a 200%+ increase in the currency value changes those economics materially'"
EV-019658,13323,ENPH,2018-01-24,2018-01,12,28 Stocks Moving In Tuesday's Pre-Market Session
EV-019659,91611,FSLR,2018-01-24,2018-01,17,"Whirlpool, First Solar Among The Biggest Winners From Trump Tariff Decision"
EV-019660,13511,PANW,2018-01-24,2018-01,17,Deutsche Bank Upgrades Palo Alto Networks to Buy
EV-019661,10866,CAL,2018-01-24,2018-01,16,Susquehanna Downgrades Caleres to Neutral
EV-019662,14040,S,2018-01-24,2018-01,16,"Macquarie Downgrades Sprint to Underperform, Lowers Price Target to $5.00"
EV-019663,15707,HPE,2018-01-24,2018-01,10,"The Market In 5 Minutes: Netflix Beat, Murdoch And Facebook, Noto Leaves Twitter"
EV-019664,93096,DG,2018-01-24,2018-01,10,"The Market In 5 Minutes: Netflix Beat, Murdoch And Facebook, Noto Leaves Twitter"
EV-019665,27828,HPQ,2018-01-24,2018-01,10,"The Market In 5 Minutes: Netflix Beat, Murdoch And Facebook, Noto Leaves Twitter"
EV-019666,82598,NTAP,2018-01-24,2018-01,9,"Benzinga's Top Upgrades, Downgrades For January 23, 2018"
EV-019667,14040,S,2018-01-24,2018-01,9,"Benzinga's Top Upgrades, Downgrades For January 23, 2018"
EV-019668,27828,HPQ,2018-01-24,2018-01,9,"Benzinga's Top Upgrades, Downgrades For January 23, 2018"
EV-019669,93096,DG,2018-01-24,2018-01,9,"Benzinga's Top Upgrades, Downgrades For January 23, 2018"
EV-019670,91611,FSLR,2018-01-24,2018-01,2,Benzinga Pro's 5 Stocks To Watch Today
EV-019671,82598,NTAP,2018-01-24,2018-01,19,8 Biggest Price Target Changes For Tuesday
EV-019672,86580,NVDA,2018-01-24,2018-01,1,"Morgan Stanley Sees Ethereum's Strength Benefiting AMD, Nvidia"
EV-019673,61241,AMD,2018-01-24,2018-01,1,"Morgan Stanley Sees Ethereum's Strength Benefiting AMD, Nvidia"
EV-019674,93096,DG,2018-01-24,2018-01,16,CORRECTION: Wells Fargo Upgraded Dollar General From Underperform To Outperform; The headline was originally published as upgraded from Market Perform to Outperform; this was incorrect
EV-019675,93002,AVGO,2018-01-24,2018-01,18,In Earlier Press Release Qualcomm Urged Stockholders To Re-elect Existing Board To Prevent Broadcom Takeover It Says 'Dramatically' Undervalues The Co. And Carries Substantial Regulatory Risk
EV-019676,24441,CDE,2018-01-24,2018-01,3,Mid-Day Market Update: Netflix Climbs Following Q4 Results; Insmed Shares Plummet
EV-019677,93096,DG,2018-01-24,2018-01,15,Wells Fargo Cites Tax Reform In Dollar General Upgrade
EV-019678,82598,NTAP,2018-01-24,2018-01,17,"Government Shutdown Introduces Uncertainty For NetApp's Quarter, DA Davidson Says"
EV-019679,13323,ENPH,2018-01-24,2018-01,12,33 Stocks Moving In Tuesday's Mid-Day Session
EV-019680,90215,CRM,2018-01-24,2018-01,18,"Salesforce Form 4 From Late Tues. Showed Chair, CEO Marc Benioff Sold 5K Shares On Jan. 22"
EV-019681,87432,A,2018-01-24,2018-01,2,The 10 Most Expensive Stocks In The S&P 500
EV-019682,93002,AVGO,2018-01-24,2018-01,18,"Broadcom Responds To Qualcomm's Earlier Statements To Stockholders, Says QCOM Has Made 'Intentionally Vague Statements,' Says Its Rhetoric Regarding Broacom's Acquisition Offer Is Not Grounded In Reality"
EV-019683,13323,ENPH,2018-01-24,2018-01,18,"Solar Stocks Volatile On Monday's Tariff News; Vivint Solar +5.63%, Sunrun +6.71%, Sunworks +6.25%, SunPower -6.53%, JinkoSolar -6.95%, Yingli Green Energy -3.7%, Enphase Energy +6.09%"
EV-019684,15643,RUN,2018-01-24,2018-01,18,"Solar Stocks Volatile On Monday's Tariff News; Vivint Solar +5.63%, Sunrun +6.71%, Sunworks +6.25%, SunPower -6.53%, JinkoSolar -6.95%, Yingli Green Energy -3.7%, Enphase Energy +6.09%"
EV-019685,91611,FSLR,2018-01-24,2018-01,11,Pres. Trump Says There Will Not Be A Trade War Because Of New Tariffs - Reuters
EV-019686,13511,PANW,2018-01-24,2018-01,11,Analyst: Palo Alto Now Has Better Opportunity To Outperform
EV-019687,24441,CDE,2018-01-24,2018-01,3,Mid-Afternoon Market Update: Crude Oil Up 1.4%; ResMed Shares Rise On Earnings Beat
EV-019688,61241,AMD,2018-01-24,2018-01,1,Graphics Industry Leaders Mike Rayfield and David Wang Join AMD
EV-019689,86580,NVDA,2018-01-24,2018-01,14,Vetr Community Downgrades Nvidia
EV-019690,82598,NTAP,2018-01-24,2018-01,18,Morgan Stanley Swings From Cautious To Bullish On IT Hardware
EV-019691,27828,HPQ,2018-01-24,2018-01,18,Morgan Stanley Swings From Cautious To Bullish On IT Hardware
EV-019692,15707,HPE,2018-01-24,2018-01,18,Morgan Stanley Swings From Cautious To Bullish On IT Hardware
EV-019693,86580,NVDA,2018-01-24,2018-01,11,Ferocious FANGs: Leveraged ETNs For The Tech Sector Debut
EV-019694,61241,AMD,2018-01-24,2018-01,2,"ICYMI: Ransomware Hits Allscripts, Trump's Tariffs, New IPOs, And Ethereum"
EV-019695,91611,FSLR,2018-01-24,2018-01,2,"ICYMI: Ransomware Hits Allscripts, Trump's Tariffs, New IPOs, And Ethereum"
EV-019696,86580,NVDA,2018-01-24,2018-01,2,"ICYMI: Ransomware Hits Allscripts, Trump's Tariffs, New IPOs, And Ethereum"
EV-019697,27828,HPQ,2018-01-25,2018-01,10,"Jim Cramer Weighs In On HP Inc, Simon Property Group And More"
EV-019698,60097,MDT,2018-01-25,2018-01,4,Medtronic Begins ENCHANT Study To Evaluate Chear Parallel Graft Technique With Endurant II/IIS Stent Graft System
EV-019699,14803,HQY,2018-01-25,2018-01,17,"HealthEquity Form 4 From Late Tues. Showed Exercise Of 12.5K Shares, Sale Of 9.5K Of Those Shares By CFO Darcy Mott On Jan. 22"
EV-019700,90215,CRM,2018-01-25,2018-01,18,"Salesforce.com 4 Form 4s Filed Late Tues., Showed Sale Of ~7.9K Shares By 4 Execs, Including Sale Of 5K Shares By CEO Marc Benioff"
EV-019701,24441,CDE,2018-01-25,2018-01,3,Mid-Morning Market Update: Markets Open Higher; United Technologies Tops Q4 Expectations
EV-019702,25320,CPB,2018-01-25,2018-01,17,"Campbell's Says It Will Move Canadian HQ, Commercial Operations  To New Location In Greater Toronto Area, Says ~380 Manufacturing And Related Roles Will Be Impacted"
EV-019703,77175,AMSC,2018-01-25,2018-01,17,AMSC Announces 5.5 MW ECS Order From Doosan Heavy Industries & Construction Co.
EV-019704,61241,AMD,2018-01-25,2018-01,1,"Chip Stocks Q4 Earnings: Intel Sets The Tone For AMD, Nvidia"
EV-019705,86580,NVDA,2018-01-25,2018-01,1,"Chip Stocks Q4 Earnings: Intel Sets The Tone For AMD, Nvidia"
EV-019706,51369,TER,2018-01-25,2018-01,5,"Teradyne Reports Q4 Adj. EPS $0.46 vs $0.34 Est., Sales $479M vs $438.83M Est."
EV-019707,51369,TER,2018-01-25,2018-01,17,Teradyne Board Authorizes $1.5B Buyback And Raises Qtr. Dividend 29% To $0.09/Share
EV-019708,51369,TER,2018-01-25,2018-01,5,"Teradyen Sees Q1 Adj. EPS $0.38-$0.45 vs $0.43 Est., Sales $460M-$490M vs $490.71M Est."
EV-019709,85914,BBY,2018-01-26,2018-01,11,"A Peek Into The Markets: U.S. Stock Futures Gain Ahead Of Earnings, Economic Data"
EV-019710,86580,NVDA,2018-01-26,2018-01,11,Off The Block: A Fast Start For A Blockchain ETF
EV-019711,93002,AVGO,2018-01-26,2018-01,14,Skyworks Partners with Broadcom on 802.11ax Max WiFi Platforms
EV-019712,79881,URBN,2018-01-26,2018-01,12,26 Stocks Moving In Thursday's Pre-Market Session
EV-019713,16304,NTNX,2018-01-26,2018-01,12,26 Stocks Moving In Thursday's Pre-Market Session
EV-019714,93096,DG,2018-01-26,2018-01,15,Telsey Advisory Group Upgrades Dollar General to Outperform
EV-019715,88360,MRVL,2018-01-26,2018-01,17,"Rambus, Marvell Report Signing Of Patent License Deal"
EV-019716,85914,BBY,2018-01-26,2018-01,11,"The Market In 5 Minutes: Jobless Claims, Natural Gas, Trump & Mueller"
EV-019717,16304,NTNX,2018-01-26,2018-01,16,JP Morgan Downgrades Nutanix to Underweight
EV-019718,21055,GCO,2018-01-26,2018-01,7,"Pivotal Research Initiates Coverage On Genesco with Buy Rating, Announces $44.00 Price Target"
EV-019719,85914,BBY,2018-01-26,2018-01,9,"Benzinga's Top Upgrades, Downgrades For January 25, 2018"
EV-019720,93002,AVGO,2018-01-26,2018-01,18,"Qualcomm Shares Volatile, Broadcom Shares At Session Lows, Down 2.3%; CNBC's David Faber Earlier Suggested Broadcom Is Considering All Options Approach Towards Antitrust Regulators"
EV-019721,85914,BBY,2018-01-26,2018-01,15,"Analyst Downgrades Best Buy, Says Retailer Is A 'Victim Of Own Success'"
EV-019722,93096,DG,2018-01-26,2018-01,15,"Benzinga Pro Morning New 52-Week High Check: Verizon, Coca-Cola, Citrix Systems, IDEXX Laboratories, Wal-Mart Stores, Dollar General, Intuitive Surgical, TransDigm Group, LyondellBasell Industries"
EV-019723,16304,NTNX,2018-01-26,2018-01,12,34 Stocks Moving In Thursday's Mid-Day Session
EV-019724,85631,ADSK,2018-01-26,2018-01,11,"Jana Partners Q4 Letter Details New Stakes, Success Of Activist Positions"
EV-019725,93096,DG,2018-01-26,2018-01,15,"Telsey Upgrades Dollar General, Sees Accelerated EPS Growth"
EV-019726,16304,NTNX,2018-01-26,2018-01,16,Nutanix Shares Down 7.06% After Earlier Downgrade From JP MOrgan
EV-019727,14141,SAIC,2018-01-26,2018-01,17,"SAIC Reports Winning Of Next Gen IT Services Operations Services Blanket Purchase Deal, $74M Task Order By US Dept. Of HHS"
EV-019728,86580,NVDA,2018-01-26,2018-01,11,NVIDIA To Report Q4 Results Feb. 8 After Hours Approximately 4:20pm ET
EV-019729,16304,NTNX,2018-01-29,2018-01,19,44 Biggest Movers From Yesterday
EV-019730,61241,AMD,2018-01-29,2018-01,1,"AMD, Intel, PulteGroup, Vipshop: 'Fast Money' Picks For January 26"
EV-019731,53613,MU,2018-01-29,2018-01,11,A Third Blockchain ETF Debuts
EV-019732,86580,NVDA,2018-01-29,2018-01,11,A Third Blockchain ETF Debuts
EV-019733,25320,CPB,2018-01-29,2018-01,16,"Hearing Wolfe Research Downgraded Gap To Peer Perform, Campbell Soup Initiated With A Peer Perform"
EV-019734,90215,CRM,2018-01-29,2018-01,18,Twitter Shares Up ~$0.30 Over Last Min. As Traders Circulating Chatroom Chatter Of Saleforce Interest
EV-019735,77175,AMSC,2018-01-29,2018-01,17,13G/A Filing Shows Ardsley Advisory Partners Reduced Stake In American Superconductor From 1.835M Shares to 314.377K Shares or 1.5%
EV-019736,90215,CRM,2018-01-29,2018-01,18,Salesforce Spokesperson Declines Comment On 'Rumors Or Speculation' Following Chatter Of Interest In Twitter
EV-019737,91611,FSLR,2018-01-29,2018-01,10,"Barron's Picks And Pans: Goldman Sachs, Snap-On, First Solar And More"
EV-019738,91611,FSLR,2018-01-29,2018-01,10,"Benzinga's Weekly Bulls & Bears: Amazon, Apple, GE, Twitter And More"
EV-019739,14040,S,2018-01-29,2018-01,11,The Spectator Index ‏Tweet: Trump Administration considering nationalising nationwide 5G mobile network to protect it from China
EV-019740,14040,S,2018-01-29,2018-01,18,"U.S. Official Says Trump's National Security Team Considering Options to Counter China, Including Possible Building of 5G Wireless Network By U.S. Government; Discussions Said to be, 6-8 Months Away from Consideration by Trump -Reuters"
EV-019741,86580,NVDA,2018-01-30,2018-01,17,Aquantia Reports Will Deliver Multi-Gig Ethernet Capabilities On NVIDIA's DRIVE Autonomous Vehicle Platforms
EV-019742,14040,S,2018-01-30,2018-01,18,"Height Securities Sees Government 5G Network Unlikely, Saying Commercial Providers Will Be First To Market, Insufficient Spectrum Available; Firm Sees Greater Likelihood FCC to Facilitate Public-Private Partnership"
EV-019743,77462,M,2018-01-30,2018-01,0,Macy's Shares Recently Turn Negative; Seeing Unusual Option Activity At The Mar. $28 Calls Above The Ask Showing Volume Of 950 Contracts vs Open Interest Of 380
EV-019744,93002,AVGO,2018-01-30,2018-01,16,Piper Jaffray Downgrades Finisar; Apple Suppliers Down On iPhone X Production Concerns
EV-019745,87432,A,2018-01-30,2018-01,17,Agilent Reports Scientific Partnership with the University of Southern California
EV-019746,14040,S,2018-01-30,2018-01,11,"Height Securities: Government 5G Network Unlikely, Despite Reports"
EV-019747,14040,S,2018-01-30,2018-01,18,"Buckingham Research Midday Note Highlights FCC Chairman 'Vehemently Against' Any Federal 5G Network, Favors Opening More Spectrum To Private Sector; Watch INSG, VZ, DISH, T, TMUS, S"
EV-019748,12873,P,2018-01-30,2018-01,18,Seeing Notable Block Trade In Pandora; 860.841 Shares At $4.52 Above Ask Of $4.49
EV-019749,77175,AMSC,2018-01-30,2018-01,10,AMSC Provides Update on Landmark Conviction of Sinovel
EV-019750,61241,AMD,2018-01-30,2018-01,1,AMD Bear Admits Q4 Earnings Upside Is Likely On Cryptocurrency Strength
EV-019751,86580,NVDA,2018-01-30,2018-01,1,AMD Bear Admits Q4 Earnings Upside Is Likely On Cryptocurrency Strength
EV-019752,61241,AMD,2018-01-30,2018-01,11,"The Week Ahead: Big Tech Earnings, Fed Rate Decision Likely To Dominate Headlines"
EV-019753,14040,S,2018-01-30,2018-01,11,"The Week Ahead: Big Tech Earnings, Fed Rate Decision Likely To Dominate Headlines"
EV-019754,61241,AMD,2018-01-30,2018-01,1,What To Expect In AMD's Q4 Earnings Report
EV-019755,50948,SMTC,2018-01-30,2018-01,1,Most Chip Stocks Respond Higher Following CNBC Report Of Renesas Interest In Maxim Integrated
EV-019756,15058,SLNO,2018-01-30,2018-01,17,"Soleno Therapeutics S-1 Shows Registration For ~14.166M Share Common Stock Offering Consisting Of Common Stock, Warrants"
EV-019757,85914,BBY,2018-01-30,2018-01,2,5 Stocks To Watch This Week
EV-019758,61241,AMD,2018-01-30,2018-01,1,"ICYMI: AMD Earnings Preview, Dell And VMware, Dr. Pepper's Deal, Wynn Resorts"
EV-019759,93002,AVGO,2018-01-30,2018-01,18,Oppenheimer Lowers Apple Supplier Estimates On Weak iPhone Projections
EV-019760,61241,AMD,2018-01-31,2018-01,6,"Earnings Scheduled For January 30, 2018"
EV-019761,61241,AMD,2018-01-31,2018-01,1,"Industry Sources See Strong Demand for Analog ICs, MOSFET Chips for Cryptocurrency Mining -DigiTimes"
EV-019762,14970,HUBS,2018-01-31,2018-01,16,Morgan Stanley Downgrades HubSpot to Equal-Weight
EV-019763,14231,VEEV,2018-01-31,2018-01,16,Morgan Stanley Upgrades Veeva Systems to Overweight
EV-019764,87430,KTOS,2018-01-31,2018-01,17,Kratos Reports Unmanned Aerial Drone Systems Successfully Complete Multiple Customer Missions
EV-019765,60097,MDT,2018-01-31,2018-01,4,Jim Cramer Gives His Opinion On Corning And Medtronic
EV-019766,61241,AMD,2018-01-31,2018-01,14,Dan Nathan Sees Unusual Options Activity In Advanced Micro Devices
EV-019767,79881,URBN,2018-01-31,2018-01,12,28 Stocks Moving In Tuesday's Pre-Market Session
EV-019768,61241,AMD,2018-01-31,2018-01,11,Earnings Preview: Advanced Micro Devices
EV-019769,60097,MDT,2018-01-31,2018-01,4,"Medtronic, Philips Report Partnership To Innovate In Lung Cancer Mgmt."
EV-019770,61241,AMD,2018-01-31,2018-01,18,"The Market In 5 Minutes: AMD On Tap, Airline Pair Trade, And Bezos, Buffett, Dimon Disrupt The Health Care Space"
EV-019771,14231,VEEV,2018-01-31,2018-01,18,"The Market In 5 Minutes: AMD On Tap, Airline Pair Trade, And Bezos, Buffett, Dimon Disrupt The Health Care Space"
EV-019772,84519,CIEN,2018-01-31,2018-01,18,"Watching Optical Sector Following Sanmina Q1 Report Mon. Afternoon, Comment By CEO On Call Mgmt. Is 'Positive' On Optical, Especially Heading Into 2H'18"
EV-019773,14231,VEEV,2018-01-31,2018-01,9,"Benzinga's Top Upgrades, Downgrades For January 30, 2018"
EV-019774,14970,HUBS,2018-01-31,2018-01,9,"Benzinga's Top Upgrades, Downgrades For January 30, 2018"
EV-019775,14231,VEEV,2018-01-31,2018-01,18,"Morgan Stanley: Veeva Systems' Share Price Fails To Reflect Growth, Margin Potential"
EV-019776,61241,AMD,2018-01-31,2018-01,18,Options Traders Hint At Bullish AMD Sentiment Heading Into Earnings
EV-019777,14970,HUBS,2018-01-31,2018-01,18,"HubSpot Has Strong Fundamentals, But Upside Is Largely Priced In, Says Morgan Stanley"
EV-019778,81481,DLTR,2018-01-31,2018-01,7,"Bank of America Maintains Buy on Dollar Tree, Raises Price Target to $130.00"
EV-019779,61241,AMD,2018-01-31,2018-01,5,"AMD Reports Q4 Adj. ESP $0.08 vs $0.05 Est., Sales $1.48B vs $1.41B Est."
EV-019780,61241,AMD,2018-01-31,2018-01,5,AMD Sees Q1 Sales $1.50B-$1.6B vs $1.25B Est.
EV-019781,61241,AMD,2018-01-31,2018-01,1,"AMD Shares Down ~7% As Market Reacts To Cautionary Statement Section That Mentions Among A Number Of Other Potential Risks That Co. Is Subject To Claims Related To Side-Channel Exploits, May Face Claims or Litigation For Future Vulnerabilities"
EV-019782,61241,AMD,2018-01-31,2018-01,1,"AMD Falls Despite Q4 Beat, Strong Guidance"
EV-019783,61241,AMD,2018-01-31,2018-01,12,7 Stocks Moving In Tuesday's After-Hours Session
EV-019784,61241,AMD,2018-01-31,2018-01,1,AMD Comments On Q4 Release Cautionary Statements Section's Mention Of Risk Related To 'Actual Or Perceived Security Vulnerabilities'; Tells Benzinga Language 'Pretty standard and nothing out of the ordinary. The focus should really be on the results.'
EV-019785,61241,AMD,2018-01-31,2018-01,1,BZ NOTE: AMD CEO Has Commented On Risk Related To Spectre And Meltdown Previously; Including Jan. 8 CNBC Interview and Jan. 11 Yahoo! Finance Interview Admitting 'Spectre' Does Impact Its Processors
EV-019786,13527,FIVE,2018-02-01,2018-02,10,Gordon Haskett Upgrades Five Below to Accumulate
EV-019787,61241,AMD,2018-02-01,2018-02,1,"ICYMI: AMD's Q4 Beat, US Gold Corp's Discovery, A Bearish U.S. Steel Call"
EV-019788,93002,AVGO,2018-02-01,2018-02,5,Broadcom Tightens Q1 2018 Sales Guidance Form $5.225B-$5.375B to $5.30B-$5.35B vs $5.3B Est.
EV-019789,61241,AMD,2018-02-01,2018-02,2,Benzinga Pro's 6 Stocks To Watch Today
EV-019790,86580,NVDA,2018-02-01,2018-02,1,What AMD's Q4 Means For The Semi Space
EV-019791,61241,AMD,2018-02-01,2018-02,1,What AMD's Q4 Means For The Semi Space
EV-019792,61241,AMD,2018-02-01,2018-02,18,"Morgan Stanley Says They Still Remain Underweight On Advanced Micro Devices As The Firm 'Struggles To See Enough Earnings Potential', Says Higher Rev. From Cryptocurrency Strength Has Been Offset By Higher Operating Expense"
EV-019793,90215,CRM,2018-02-01,2018-02,14,Hearing Cleveland Research Initiated Workday And Salesforce With A Buy
EV-019794,13628,WDAY,2018-02-01,2018-02,14,Hearing Cleveland Research Initiated Workday And Salesforce With A Buy
EV-019795,86580,NVDA,2018-02-01,2018-02,17,"Samsung Enters The Cryptocurrency Mining Space, Announces First-Ever Stock Split"
EV-019796,61241,AMD,2018-02-01,2018-02,17,"Samsung Enters The Cryptocurrency Mining Space, Announces First-Ever Stock Split"
EV-019797,61241,AMD,2018-02-01,2018-02,11,Bank Of America Analyst Says AMD's Stock Presents 'An Enhanced Opportunity'
EV-019798,61241,AMD,2018-02-01,2018-02,1,"AMD's Earnings Aren't Enough To Support Its Valuation, Analyst Says"
EV-019799,90215,CRM,2018-02-01,2018-02,14,Callidus Software Hit With Downgrade After SAP Buyout
EV-019800,61241,AMD,2018-02-01,2018-02,1,Analysts Remain Divided On AMD After Earnings Beat
EV-019801,13527,FIVE,2018-02-01,2018-02,15,The Return Of Retail? Gordon Haskett Takes A Closer Look At 3 Names
EV-019802,87430,KTOS,2018-02-01,2018-02,17,Kratos Defense One of 14 Organizations Awarded a Shared $990M Contract With U.S. Air Force
EV-019803,12873,P,2018-02-01,2018-02,17,"Pandora Reports Redesign Of Organization To Drive Strategic Priorities, Accelerate Growth"
EV-019804,82598,NTAP,2018-02-01,2018-02,6,"NetApp To Report Q3 Earnings On Wed., Feb. 14 After Market Close"
EV-019805,78975,INTU,2018-02-01,2018-02,11,"Intuit To Report Q2 Earnings On Thurs., Feb. 22 After Market Close"
EV-019806,27828,HPQ,2018-02-02,2018-02,11,"Global Notebook Shipments Decline in Q4 2017 Led by HP, Lenovo"
EV-019807,61241,AMD,2018-02-02,2018-02,14,Argus Upgrades Advanced Micro Devices to Buy
EV-019808,61241,AMD,2018-02-02,2018-02,10,"AMD, Facebook, Square, IBB: 'Fast Money' Final Picks For February 1"
EV-019809,93002,AVGO,2018-02-02,2018-02,10,"Jim Cramer Weighs In On Johnson & Johnson, STMicroelectronics, And More"
EV-019810,61241,AMD,2018-02-02,2018-02,11,Argus On AMD's Earnings: Sustainable Growth Prospects Lead To Upgrade
EV-019811,61241,AMD,2018-02-02,2018-02,10,"ICYMI: Facebook, AMD, Weed Index"
EV-019812,61241,AMD,2018-02-02,2018-02,9,"Benzinga's Top Upgrades, Downgrades For February 1, 2018"
EV-019813,93002,AVGO,2018-02-02,2018-02,18,"CNBC Now Tweets: BREAKING: Broadcom views Qualcomm earnings as concerning, but is still expected to raise its bid for Qualcomm shortly and is considering a massive breakup fee to allay anti-trust concerns, sources tell CNBC."
EV-019814,86580,NVDA,2018-02-02,2018-02,1,"Goldman Sachs Removes Nvidia From Conviction List, But Maintains Bullish Stance"
EV-019815,77175,AMSC,2018-02-02,2018-02,17,"AMSC Reports Sale Of 64 Jackson Road, Devens, Massachusetts For $23M"
EV-019816,83822,GES,2018-02-02,2018-02,18,Guess? Shares Down 10%; Traders Attributing Weakness To Earlier TMZ Story 'Kate Upton: I Can't Wait to Tell My Full Story...Of Sexual Abuse by Paul Marciano'
EV-019817,93002,AVGO,2018-02-02,2018-02,18,Qualcomm Shares Spike $1.50+ Over Last Min. As Traders Circulate Speculation Related to Broadcom Bid At $80/Share
EV-019818,93002,AVGO,2018-02-02,2018-02,14,Qorvo Essentially Confirms Apple Design Win; Nomura Upgrades
EV-019819,84519,CIEN,2018-02-02,2018-02,3,"Optical Stocks Performing Strongly Thurs., Over Last 2 Hours: Acacia Shares Up 5%, Oclaro Up 3.8%, Sanmina Up 2.9%, Ciena Up 2.7%, Applied Optoelectronics Up 2.4%, II-VI Up 2.2%, Lumentum Up 1.5%, Fabrinet Up 1.2%, Viavi Solutions Up 0.9%, IPG Up 0.7%"
EV-019820,83822,GES,2018-02-02,2018-02,10,Guess Co-Founder Paul Marciano Denies Kate Upton's Sexual Harassment Claim
EV-019821,86580,NVDA,2018-02-02,2018-02,11,Earnings Preview: Reports From ExxonMobil And Chevron Wrap Up A Busy Week
EV-019822,86580,NVDA,2018-02-02,2018-02,18,Aquantia Shares Seeing Continued Upside From Monday's Announcement Co. Will Partner With NVIDIA On Autonomous Cars; Since News Of Partnership Stock Has Gained 26%
EV-019823,83822,GES,2018-02-02,2018-02,17,Guess? 8-K Shows Response Related To Allegations Paul Marciano Acted Inappropriately Toward Women: Co. Investigated Claims With Assistance Of Outside Console Immediately After Mgmt. Was Contacted In Nov. '17
EV-019824,83822,GES,2018-02-02,2018-02,14,UPDATE: Guess? Internal Investigation Came To Several Conclusions
EV-019825,83822,GES,2018-02-02,2018-02,18,"UPDATE: Guess? Says 'To date, the current investigation has not corroborated either allegation, and the Board of Directors has been unable to determine that either accusation has merit'"
EV-019826,83822,GES,2018-02-02,2018-02,17,"UPDATE: Guess? Denies Any Misconduct By Marciano Related To Previously-Employed Model, Kate Upton"
EV-019827,83822,GES,2018-02-02,2018-02,18,"UPDATE: Guess? Says Recent Allegations Made By Kate Upton 'were not part of the Company's current investigation, but the Company will fully investigate her claims once they are known to determine if they have any merit'"
EV-019828,83822,GES,2018-02-02,2018-02,10,"UPDATE: Guess? Says 'As of today, no specific allegations have been made by Ms. Upton'"
EV-019829,86580,NVDA,2018-02-02,2018-02,1,"ICYMI: Nvidia, Qorvo, Bitcoin Breaks Down"
EV-019830,61241,AMD,2018-02-02,2018-02,1,"ICYMI: Nvidia, Qorvo, Bitcoin Breaks Down"
EV-019831,14040,S,2018-02-05,2018-02,6,"Earnings Scheduled For February 2, 2018"
EV-019832,83822,GES,2018-02-05,2018-02,19,44 Biggest Movers From Yesterday
EV-019833,13181,GWRE,2018-02-05,2018-02,7,"DA Davidson Initiates Coverage On Guidewire Software with Buy Rating, Announces $92.00 Price Target"
EV-019834,14231,VEEV,2018-02-05,2018-02,7,"DA Davidson Initiates Coverage On Veeva Systems with Buy Rating, Announces $75.00 Price Target"
EV-019835,10220,BWXT,2018-02-05,2018-02,17,BWX Technologies Reports Winning Of C$18.6M Contract For Nuclear Power Plant Tube Fabrication
EV-019836,61241,AMD,2018-02-05,2018-02,1,The Companies Behind The Chips That Power Cryptocurrency Mining
EV-019837,86580,NVDA,2018-02-05,2018-02,1,The Companies Behind The Chips That Power Cryptocurrency Mining
